"name", "basic_info", "cost_info", "stars"
광안리 호텔 마린뷰, "사장님 한마디 안녕하세요 새롭게 오픈 한 Hotel Marineview 입니다.시원한 오션 뷰와 함께 품격있는 서비스, 시설로 광안리에서 편안한 시간 보내시길 바랍니다. 주차장 정보주차 객실 당 1대 무료 오션 브릿지 지하 1,2층 주차 지하 2층 주차 타워 사용 가능동시 200대 주차 가능한 시설로 넉넉한 주차 공간이 마련되어있습니다.찾아오시는 길은 바닷가 쪽으로 들어오셔서 건물 1층 메가 커피, 씨유 편의점과 수정궁 샛길로 들어오시면 지하 주차장과 연결되어 있습니다 :)총 1대 주차시설 보유지하철 정보2호선 광안역2호선 금련산역주변 정보광안리 해변 해수욕장 걸어서 1분 거리광안역 3번 출구 도보 약 15분 차량 약 5분 입니다객실내부 시설최고급 벨기에산 라텍스 최고급 구스 침구류일~금요일 체크인 16:00 이후, 체크아웃 13:00 이전토요일 및 공휴일 체크인 17:00 이후, 체크아웃 13:00 이전Fluent in English (영어회화 가능한 직원 )전 객실이 금연입니다. 객실 내 흡연 시 강제 퇴실 및 과태료 부과됩니다.인원 추가시 1인 20,000원(36개월 이상 성인 추가비용 발생)무료 주차(한 객실당 1대 지하주차장)추가 차량 대당 1만원 유료무료 WiFi미성년자 보호자와 동반시 투숙 가능미성년자 예약으로 인해 발생하는 입실 거부에 관해서는 취소환불 불가합니다.체크인시 신분증 확인이 있을 수 있습니다.모든 추가비용 현장결제Design Hotel 특성상 사진과 다른 테마의 객실이 배정될 수 있습니다.모든 객실은 기본 옵션을 제외한 뷰, 인테리어 등의 차이가 있을 수 있습니다. 이러한 차이에 대한 환불요청은 환불 불가합니다.성수기 시즌 예약변경 및 환불은 엄격히 제한되오니 신중한 예약확인 부탁드립니다.성수기 시즌 및 기타약관 문의사항은 호텔로 문의바랍니다. (0517573133)실사간 예약특성 상 사업자 귀책사유로 인한 예약건은 안내 후 취소될 수 있습니다.[강제 퇴실조치 및 손해배상 청구사항]객실내 흡연 고성방가 및 객실내 집기류 훼손 사전에 예약된 인원이외의 외부인 출입시미성년자 혼숙 및 신분증 미지참으로 인한 입실거부 다음 이용인을 위하여 입,퇴실 시간을 준수해주시기 바랍니다. 애완동물과 함께 호텔을 이용하실 수 없습니다. 파손물품에 대해서는 객실 이용자 변상을 원칙으로 하며 구입가격으로 상환 합니다. 전객실 무료 와이파이입니다.강제 퇴실조치 및 손해배상 청구 사항객실내 흡연고성방가 및 객실내부 훼손 집기류 파손 사전에 예약된 인원이외의 외부인 출입시미성년자 혼숙 및 신분증 미지참으로 인한 입실거부", 120,000, 9.9
광안리 오션투헤븐, "사장님 한마디 오시는 분들 모두가 저희 오션투헤븐 호텔에서 만족과 편안함을 느끼고 가시길 바랍니다.주차장 정보차량을 이용하시는 고객님께서는오션브릿지 건물 뒷쪽으로 주차장 입구가 있습니다.지하 1,2층 동시 70대 평면주차 가능하며지하 2층에는 타워 주차장도 구비되어 있습니다.총 150대 주차시설 보유지하철 정보2호선 광안역2호선 금련산역2호선 민락역주변 정보민락회타운 253m 도보 3분수변공원까지 1.2km 차량 4분벡스코까지 3.5km 차량 8분센텀시티까지 3km 차량 7분동백섬까지 3.6km 차량 11분객실내부 시설전 객실 넷플릭스전 객실 금연객실전 객실 최고급 구스다운 침구, 전 객실 스타일러, 공기청정기 비치프런트 및 그 외 시설1층 CU 편의점 24시간 영업 중세스코 바이러스 케어로 매일 코로나19 방역 중각 층마다 객실출입 보안 도어 설치 외부인 출입으로 인한 고객님들의 불편을 줄이고자 최선을 다하고 있습니다. 보안이 철저해 더욱 안심할 수 있는 오션투헤븐에서 더욱 편안한 하루 보내세요~~!5층 야외테라스 [흡연] 가능5층 라운지 [조식 무료, 최고급 원두커피 무료] 제공충전기, 고데기, 노트북 대여 가능주차는 지하 1층,2층에 하시고 A동 5층 오션투헤븐으로 올라오시면 차량 무료 등록 가능.추가 안내사항체크인 시 본인 실물 신분증(사진필수) 제시가 필요합니다.", 30,000, 9.5
광안리 라움103, "사장님 한마디 입실기준인원외 추가인원 1인당 15,000원 추가(현장결제) 모든 객실 해당노쇼(NoShow) 예약 후 미방문으로 인한 환불은 불가합니다.광안리 라움103 호텔은 모든객실 취소불가 입니다. 주차장 정보 주차 안내 숙소 바로 앞 수변공원 공영 주차장(주차면수 102면) 있음. 만차시 인근 수변 어린이 공원 공영주차장 (주차면수 102면) 주차.(거리 330미터)총 10대 주차시설 보유지하철 정보2호선 동백역2호선 센텀시티역주변 정보 신세계롯데 백화점 차량 10분거리수변 공원 내 위치하여 활어센터 접근성 최상광안리 해변 도보 6분거리 지하철 광안역 민락역 차량 6분거리 홈 플러스 차량 10분 거리객실내부 시설 2019 11월 GRAND OPEN 오픈 특가 진행중! 수변공원 밀레니엄 플라자(활어센터) 6층에 위치 광안대교 초근접 뷰 전망을 만끽하세요! 킹사이즈의 천연라텍스 침대와 함께! 각도 조절 가능한 침대헤드로 편안함을! 개별 룸 와이파이로 빠른 인터넷! 전 객실 거위털 이불, 베개 구비! 전 객실 어매니티 구비! 숙소 내부는 절대 금연 구역입니다! 전 객실 기준인원 외 1인당 1만 5천원 추가됩니다.프런트 및 그 외 시설 데스크탑과 팩시밀러(복사, 팩스, 스캔) 구비 에스프레소, 아메리카노 커피머신 무료이용 폰 충전기, 고데기 , 와인 잔 구비(카운터에 문의) 로비를 포함한 전 객실 금연구역 반려동물동반불가 숙소", 30,000, 9.7
광안리 썬시티, "혜택안내객실문에 부착된 여기어때 혜택마크를 찾아 QR코드로 혜택받으세요.주차장 정보주차장 주소: 호텔썬시티 건너편 신호주차장(부산광역시 수영구 광안로 597)100% 차량 주차가능!주차장 위치 : 서울반점, 마포숯불갈비 사이 도로위치도보특가 객실은 주차가 불가능한 객실입니다도보특가 객실은 주차가 불가능한 객실입니다주차시설을 보유한 숙소입니다.(차량 이용 시 숙소에 문의해 주세요.)지하철 정보2호선 광안역2호선 금련산역주변 정보 광안리 해수욕장 해변까지 10초 이내 광안리 민락 회센터 도보 4분 광안리 수변공원 도보 6분 지하철 광안역(2호선 5번 출구) 7분 벡스코, 센텀시티 신세계 백화점 자동차 10분 이내 해운대 해수욕장, 아쿠아리움 자동차 10분 이내 자갈치시장, 국제시장, 태종대 자동차 30분 이내", 20,000, 7.3
광안리 문베이 관광호텔, "사장님 한마디 혼숙 절대 불가합니다전객실 2인 기준입니다. 인원추가를 원하시는 경우 1인 1만 원 추가비용이 발생합니다.객실 호수 및 디자인은 호텔 운영 상황에 따라 랜덤 배정 됩니다. 혜택안내요금할인주차장 정보1인 1대, 도보 특가로 예약하신 후 차량 들고 오신 경우에는 추가요금이 발생할 수 있습니다총 50대 주차시설 보유지하철 정보2호선 광안역2호선 금련산역주변 정보광안리 해수욕장 모래사장까지 도보 30초 거리입니다.금련산역까지 290m, 도보로 5분 거리입니다.광안역까지 910m, 도보로 14분 거리입니다.민락회센터까지 12분 거리입니다수변공원까지 1km, 도보로 20분 거리입니다광안대교까지 1.5km, 도보로 23분 차량으로 5분 거리입니다.", 100,000, 9.2
광안리 그레이193, "사장님 한마디 Gray193HOTEL COVID19 예방전 객실 살균 소독 및 공기 정화 매주 실시!70대 동시주차 가능아쿠아리움 할인권 제공 설레고 흥분되는 부산여행의 마침표 주차장 정보차량으로 이동하시는 고객님께서는 지하 1,2층 및 주차타워 (지하 2층)를 이용하실 수 있습니다.총 70대 주차시설 보유지하철 정보2호선 광안역2호선 금련산역2호선 민락역주변 정보광안리해수욕장도보1분거리광안비치랜드도보1분거리민락회센터도보1분거리민락수변공원도보5분거리센텀신세계백화점차량8분거리해운대동백섬차량10분거리해운대해수욕장차량15분거리해운대달맞이길차량20분거리부산역KTX차량25분거리김해공항차량30분거리남포동BIFF광장차량30분거리송도케이블카차량40분거리객실내부 시설전객실 넷플릭스 시청 가능전객실 공기청정기 설치 완료살균 소독 및 공기 정화 매주 실시", 40,000, 9.7
수영 브라운도트, "주차장 정보일반주차 12대, 장애인주차 1대 가능1객실당 차량 1대 (주차장 만차시 주차 불가)총 13대 주차시설 보유지하철 정보2호선 수영역객실내부 시설주차가능 패밀리룸 24시간데스크 회의룸 해수욕장인근 프랜차이즈 트윈베드 2인PC룸(PC사양은 온라인 게임이 되지 않습니다) 세탁실프런트 및 그 외 시설브라운도트호텔 수영점은 부산 2,3호선 수영역까지 도보 2분거리에있어 편하게 대중교통을 이용 할 수 있으며, 부산의 대표 해수욕장인 광안리가 지하철1정거장 거리에 위치하고있으며, 벡스코 와 수변공원이 인접해있습니다.객실내 무료와이파이 및 PC설치는 물론 직수 정수기를 설치하여 보다 위생적인 음수시설을 제공하고있습니다.또한 출장차 방문하신 고객님의 원활한 비즈니스활동을 돕고자 무료 회의실 및 셀프세탁실 이용이 가능하십니다.저의 호텔은 고객님의 편안한 휴식을 위해 보다 나은 서비스로 고객님을 모시고자 항상 노력하겠습니다.", 20,000, 9.7
수영 스미스호텔, "사장님 한마디 코로나19 관련 공지 저희 호텔은 코로나19 예방을 위해 일 2회 자체방역을 실시하고 있습니다. 프론트 및 엘리베이터내에 손소독제를 비치하고 있습니다. 린넨 1회 사용을 원칙으로 하고 있으며 전 직원 마스크를 착용하고 있습니다.새롭게 리모델링한 부산 수영 호텔 스미스 깔끔 리뉴얼된 숙소로 고객님들께 만족을 드리겠습니다 혜택안내요금할인주차장 정보탑차 예약시 주차관련 문의 부탁 드립니다.(탑차, 카니발, 봉고, 트럭은 사이트 예약 불가숙소문의)문의없이 예약시 주차비 10,000 원 부과주차시설을 보유한 숙소입니다.(차량 이용 시 숙소에 문의해 주세요.)지하철 정보2호선 민락역2호선 수영역3호선 수영역주변 정보수영역 9번출구까지 70m, 도보로 1분거리APEC나루공원까지 812m, 도보로 10분거리신세계백화점까지 1Km, 자동차로 2분거리BEXCO까지 1.5Km, 자동차로 3분거리광안리해수욕장, 광안리 민락회센터 차량 5분거리(택시 기본 요금)객실내부 시설전 객실 세스코 완비감각적 인테리어깔끔한 객실 최첨단 시설 완비초특급 무한대실 EVENT 진행중프런트 및 그 외 시설 수영 호텔 스미스 공지사항 프리미엄 룸 이상 예약 고객, 광안탑 주차장 사전주차 가능 (프런트로 꼭 문의 부탁드립니다.)숙박 고객님, 조식 무료제공!팩스, 복사 무료 이용 가능연박 불가환불 규정 (야놀자 동일 적용) 당일 시 , 취소 처리 안됨호텔 스미스에만 있는 (모닝체크인) 입실 시간 04시~16시 (12시간) 숙소에 문의 부탁드립니다. 01083133608추가 안내사항코로나19 관련 공지 저희 호텔은 코로나19 예방을 위해 일 2회 자체방역을 실시하고 있습니다. 프론트 및 엘리베이터내에 손소독제를 비치하고 있습니다. 린넨 1회 사용을 원칙으로 하고 있으며 전 직원 마스크를 착용하고 있습니다.[이벤트객실 이용시간 안내]늦은입실 : 24시 입실13시 퇴실늦은퇴실 : 17시 입실 1시 퇴실빠른입실 : 13시 입실 13시 퇴실빠른입실늦은퇴실 : 13시 입실 17시 퇴실", 30,000, 9.2
수영 호텔리버, "주차장 정보나이스주차장 주차 가능그 외 주차시설 이용시(숙박시) 주차비 지원총 8대 주차시설 보유지하철 정보2호선 수영역3호선 수영역주변 정보지번주소 부산광역시 수영구 광안동 5019광안동 곱창거리 도보 2분, 총 140m수영역까지 도보 5분, 총 300m수영사적공원까지 차량 4분, 총 859m벡스코까지 차량 9분, 총 2.13Km광안리 해수욕장까지 차량 9분, 총 2.15Km수영구청까지 차량 13분, 총 2.99Km객실내부 시설전 객실 넷플릭스 시청 가능전 객실 호텔급 일회용 어매너티 제공전 객실 핸드폰 무선 충전기 대여전 객실 무료 WIFI전객실 금연(쾌적한 환경을 위해 동참해주세요)프런트 및 그 외 시설로비 스넥바 무료 제공 커피,과자,캔커피,쥬스(과수원 사과,오렌지 쥬스)프런트에서 여행 캐리어 보관 가능전자레인지얼음 제빙기추가 생수 무료추가 안내사항금,토,일, 공휴일, 공휴일전날은 연박추가요금이 발생합니다 프런트 문의 부탁드립니다[도보특가] 객실은 연박이 불가 합니다[21시 체크인] 객실은 연박이 불가 합니다[선착순 타임특가] 객실은 연박이 불가 합니다VIP Room 숙박 시 고급 입욕제 제공", 35,000, 9.9
광안리 썬시티, "혜택안내객실문에 부착된 여기어때 혜택마크를 찾아 QR코드로 혜택받으세요.주차장 정보주차장 주소: 호텔썬시티 건너편 신호주차장(부산광역시 수영구 광안로 597)100% 차량 주차가능!주차장 위치 : 서울반점, 마포숯불갈비 사이 도로위치도보특가 객실은 주차가 불가능한 객실입니다도보특가 객실은 주차가 불가능한 객실입니다주차시설을 보유한 숙소입니다.(차량 이용 시 숙소에 문의해 주세요.)지하철 정보2호선 광안역2호선 금련산역주변 정보 광안리 해수욕장 해변까지 10초 이내 광안리 민락 회센터 도보 4분 광안리 수변공원 도보 6분 지하철 광안역(2호선 5번 출구) 7분 벡스코, 센텀시티 신세계 백화점 자동차 10분 이내 해운대 해수욕장, 아쿠아리움 자동차 10분 이내 자갈치시장, 국제시장, 태종대 자동차 30분 이내", 20,000, 7.3
광안리 고유호텔-구.광안리W, "사장님 한마디 안녕하세요. 부산 광안리 w 호텔 지배인입니다.저희 호텔은 한국 고유 감성 한옥 스타일을 추구하는 감성 호텔로2022년 05월 리모델링 오픈하였습니다.해수욕장 바로 앞에 위치하여, 드론축제광안대교 야경 등 광안리의 멋진 풍경을 품고 있으며최상의 어메니티와 최고의 컨디션 유지를 위해 노력하고 있습니다.고객님들의 선택에 최고로 보답하기위해 최선을 다 하겠습니다.감사힙니다. 주차장 정보건물 뒤편 등대 주차장 이용바랍니다!총 20대 주차시설 보유지하철 정보2호선 광안역2호선 금련산역주변 정보광안리해변가 도보 10초수변공원 도보 10분민락회센터 도보 5분센텀시티 차량 10분해운대 해변가 차량 15분광안리 다양한맛집 카페등 초인근위치!객실내부 시설해수욕장 바로 앞와이파이빔 프로젝터밤하늘을 품은 테라스광안대교를 안은 오션뷰추가 안내사항분신물 발생시 1주일 내로 연락이 안될경우 해당물건엔 대해 책임지지 않습니다.모든객실은 2인 기준이며 인원추가시 별도비용이 발생할 수 있습니다.", 20,000, 9.7
광안리 호텔 야자, "사장님 한마디 YAJA 광안리점 서비스 리뉴얼 안녕하세요 YAJA 광안리점입니다 YAJA 광안지점의 대표자가 변경됨에 따라 다양한 서비스를 추가로 제공중입니다.더욱 새로워진 모습으로 고객님들을 기다리겠습니다. 전 객실 무료 넷플릭스 공기청정기, 고데기 준비 완료음료 및 아이스크림 제공기간 2021.04. 19. ~ 12. 31. 주차장 정보숙박 및 대실 예약 시간 전 주차시 카운터로 문의 바랍니다.숙박 및 대실 퇴실 후 잠깐동안 주차시 카운터로 문의 바랍니다.객실당 차량은 1대만 주차가능 합니다. 2대 불가능총 15대 주차시설 보유지하철 정보2호선 광안역2호선 민락역주변 정보광안리 해수욕장 100m 도보 1분벡스코 1.5Km 도보 15분 자동차 5분해운대 해수욕장 4Km 자동차 15분민락회센터 타운 100m 도보 1분부산수변공원 900m 도보 10분광안비치랜드 250m 도보 4분부산 MBC 400m 도보 6분신세계백화점 1.5Km 도보 15분 자동차 5분영화의전당 1.5km 도보 15분 자동차 5분객실내부 시설 끈김없는 와이파이 민락회타운, 맛집거리 코 앞 광안리 바닷가 도보 2분 광안 비치랜드 도보 4분전 객실 금연프런트 및 그 외 시설모든 객실은 2인기준 요금이며 인원추가는 가능하나 음주 소란행위시 환불없이 퇴실조치 합니다.인원 추가 1인 15.000원 입니다.퇴실 연장 시 시간당 1만원 자동부과됩니다.자정이후 음주 소란행위 삼가해주시기 바랍니다.(타객실 항의 요청시 환불없는 강제퇴실조치 되오니 이점 숙지 하시길 바랍니다.)객실 슬리퍼는 객실이외 신고 다닐수 없습니다(외출시 객실 슬리퍼 착용시 변상조치됨을 알려드립니다.)애완동물 동반 입실 불가함을 알려드립니다.객실 내 취사행위 적발시 환불없이 즉시 퇴실됨을 알려드립니다.연박 객실의 청소의 경우는 고객의 요청이 있을 시 해 드립니다.위 사항에 해당하는 고객의 부주의한 행동으로 본 점에 해가 될 경우 변상조치됨을 알려드립니다.", 25,000, 9.7
광안리 호텔 망고, "혜택안내요금할인주차장 정보총 15대 주차시설 보유지하철 정보2호선 광안역2호선 금련산역주변 정보광안리 해수욕장까지 도보 10초거리 위치금련산역까지 도보 7분거리 위치광안역까지 도보 10분거리 위치민락 회 센터까지 도보 13분거리 위치수변공원까지 도보 15분거리 위치객실내부 시설최고급 침대와 비품전객실 넷플릭스 무료이용고사양 PC(노하드 PC방 시스템)전객실 스타일러 완비전객실 스마트TV 구비전객실 금연룸프런트 및 그 외 시설로비에서 커피 제공추가 안내사항추가 인원 및 연박 관련 안내추가인원 발생 시 1인당 1만원의 별도 추가요금이 발생합니다.(자세한 사항은 프런트로 문의)연박 이용시 (주말,성수기,공휴일)에는 추가비가 있습니다.(프런트로 문의)차량방문 고객님차키는 반드시 프런트에 맡겨주세요.차량은 부득이 하게 이동할 수 있습니다. 양해바랍니다.차량 방문 시 한 객실당 한대만 주차 가능합니다.객실 사용 안내해수욕장 이용하신 분은 후문 입구 샤워기가 비치되어 있습니다.모래를 씻고 난 후 물기를 제거한 뒤 입실해주세요(수건은 프런트로 문의 바랍니다)해수욕장 이용 고객님은 (여름철) 대실사용이 되지 않습니다.미성년자 출입금지(신분증 미 소지시 미성년자로 인정하며 싸이트 예약자는 환불 취소가 되지 않습니다.", 30,000, 9.4
광안리 누리호텔, "사장님 한마디 가성비 중심의 최고의 숙소! 누리만의 특별한 하루 혜택안내요금할인주차장 정보주차시설을 보유한 숙소입니다.(차량 이용 시 숙소에 문의해 주세요.)지하철 정보2호선 광안역2호선 금련산역주변 정보광안리해수욕장 30m 도보 1분 거리지하철 광안역 600m 도보 10분 거리지하철 금련산역 400m 도보 7분 거리민락 회 센터 도보 15분 거리객실내부 시설광안리 최초 고사양 커플 PC룸 완비인원 추가시 1명당 10,000원 추가요금이 있습니다.팬트 하우스는 최대 10명까지 입실 가능합니다.부산 광안리 누리호텔만의 특별한 공간팬션룸, 가족룸 완비!넓은 주차장 완비!최고의 시설 완비!전 객실 넷플릭스 무료이용 가능디럭스 객실 스마트 TV 이용 가능전 객실 금연입니다(흡연 관련해서는 카운터로 문의주세요)프런트 및 그 외 시설 차량 소지 방문고객 필독 감사합니다 고객님 누리호텔입니다.차량으로 방문하시는 고객분들에게 전달드립니다.1. 차량의 차키는 반드시 프런트에 맡겨주세요.2. 차량은 부득이하게 이동할수 있는 점 양해부탁드립니다.3. 차량으로 방문하실때는 1객실당 한대만 주차가 가능한 점 양해부탁드립니다.추가 안내사항최고의 시설,깨끗한 침구,프리미엄룸 욕실배드,전객실 욕조월풀대실 마일리지적립발렛파킹서비스로비에 간단한 간식과 최고급 아메리카노 커피제공충분한 주차공간 확보자세한 사항은 프론트로 문의 부탁드립니다.기본규정해수욕장(바닷가)이용 고객님은 (성수기)대실사용 불가합니다.해수욕장 이용시(성수기) 1F 주차장 옆 공간에 샤워기 비치 되어있습니다.모래를 다 씻고난후 물기를 훔친 뒤 입실 가능하십니다. (수건이 없을시에는 프런트로 문의해주세요)[운영규칙]미성년자 절대 출입금지(신분증 미 소지시 미성년자로 인정하며 사이트예약자는 취소,환불불가합니다)연박이용시에는 (주말,성수기,공휴일)에는 연박추가비가 따로있으니 프론트에 문의 부탁드립니다.빠른 체크인의 경우 당일 룸 컨디션에 따라 가능여부가 달라지며 객실이 준비되어 있지 않을 경우 어려울 수 있습니다. 미리 전화 문의 부탁드립니다.평일 출장고객 예약 시 빠른입실 제공해드립니다.(:프론트로 문의부탁드립니다~)주말 전화예약시 할인가 제공", 20,000, 9.4
광안리 WABA 클래식, "혜택안내요금할인주차장 정보 건물 내, 지상 주차 시설을 갖추고 있습니다. (총 7대 주차시설 보유) 내부 주차장 만차 시 인근 공영주차장 이용 가능합니다.총 10대 주차시설 보유지하철 정보2호선 광안역2호선 민락역주변 정보민락회센터 타운에서 30m도보 1분 거리부산수변공원에서 80m 도보 2분 거리마린랜드에서 50m 도보 1분 거리광안비치랜드까지 250m 도보로 4분 거리객실내부 시설체크인 전, 체크아웃 이후, 프런트에 짐 보관하여 드립니다.스탠다드 객실은 3가지 타입의 룸을 랜덤 배정합니다.고데기는, 여분의 충전기는 프런트에서 무료로 대여해드립니다. (퇴실하실 때 반납)월플 스파가 있는 객실은 프리미엄 및 파티룸입니다.스탠다드 객실은 일반 욕조가 있습니다.지나친 소음발생시 퇴실조치 될 수 있으니 유의하여 주시기 바랍니다.[ 애견객실 안내사항 ] 객실 예약을 위해 동반하는 견종 및 kg기재를 부탁드립니다. 8kg이하 길들여진 애견 1마리 동반 입실가능(1마리 초과 투숙시 3만원 요금발생) 강아지를 혼자 객실에 두고는 외출이 불가하며, 이로인해 주변객실에서 강아지 짖는 소음으로 인한 컴플레인 발생시, 환불없이 퇴실 조치 됩니다.또한 고객과의 연락불가로 강아지가 혼자 객실에서 계속 짖는 경우 사전고지 없이 관할 애견보호소로 이동 될 수 있으며 시간당 별도의 요금이 부과됩니다. 퇴실 전 배설물을 수거하는 펫티켓을 지켜주시고 그렇지 않을 시 별도의 청소비가 부과됩니다.(반려견 배설물 수거는 동물보호법 제13조에 명시된 의무사항입니다) 5대접종 2년내 광견병 접종이 되어 있어야 합니다. 반려견과 호텔내부 이동시 고객이 직접 안거나 케이지 필수 입니다. 보호자의 부주의로 인한 사고 및 반려견 실종에 대하여 호텔과 직원은 책임이 없습니다. 반려견이 호텔 침구나 카페트 등에 배변을 하였을 경우, 별도의 세탁비가 청구됩니다.(베개 30,000원 이불 80,000원)프런트 및 그 외 시설간단조식 내용토스트, 쨈, 식빵, 우유, 쥬스, 컵라면(주말)1층 로비 커피머신, 얼음정수기, 전자레이지 비치커피과자, 믹스커피, 음료 등 추가 필요 시 프론트에 요청하시면 제공해 드립니다.추가 안내사항인원추가시 추가인원 1인당 2만원의 추가요금이 발생합니다", 30,000, 9.3
광안리 문베이 관광호텔, "사장님 한마디 혼숙 절대 불가합니다전객실 2인 기준입니다. 인원추가를 원하시는 경우 1인 1만 원 추가비용이 발생합니다.객실 호수 및 디자인은 호텔 운영 상황에 따라 랜덤 배정 됩니다. 혜택안내요금할인주차장 정보1인 1대, 도보 특가로 예약하신 후 차량 들고 오신 경우에는 추가요금이 발생할 수 있습니다총 50대 주차시설 보유지하철 정보2호선 광안역2호선 금련산역주변 정보광안리 해수욕장 모래사장까지 도보 30초 거리입니다.금련산역까지 290m, 도보로 5분 거리입니다.광안역까지 910m, 도보로 14분 거리입니다.민락회센터까지 12분 거리입니다수변공원까지 1km, 도보로 20분 거리입니다광안대교까지 1.5km, 도보로 23분 차량으로 5분 거리입니다.", 100,000, 9.2
광안리 보나트리 호텔, "사장님 한마디 2022년 4월 GRAND OPEN 새롭게 오픈한 저희 보나트리 호텔은 항상 청결과 서비스를 겸비한 광안리 최고의 호텔이 되겠습니다.많은이용부탁드립니다. 혜택안내요금할인객실문에 부착된 여기어때 혜택마크를 찾아 QR코드로 혜택받으세요.주차장 정보광안리 내 최고수준 주차장 보유!총 20대 주차시설 보유지하철 정보2호선 광안역2호선 민락역주변 정보광안리해변가 도보 1분수변공원 도보 5분센텀 신세계백화점 차량 10분 소요해운대해변가 차량 10분 소요광안리 주변 맛집 카페 횟집프런트 및 그 외 시설캐리어 보관 서비스프런트에 문의부탁드립니다추가 안내사항디럭스 더블룸 오션뷰,욕조 등 업그레이드 객실이용 필요시 현장문의 바랍니다.족욕식 욕조 (디럭스 더블,트윈 일부객실 및 패밀리) 배정 프론트 문의넷플릭스 이용 원할 시 프론트 문의 부탁드립니다.침구 추가 별도요금 발생으로 프론트로 문의부탁드립니다.최대인원 초과 시 프론트로 문의부탁드립니다.금연건물로 흡연구역은 프론트로 문의부탁드립니다. 취소 및 환불 규정7월, 8월 성수기 기간(특정일) 취소불가(사유에 따라 80%~90% 수수료 발생할 수 있습니다.)체크인일 기준 7일 전 : 70% 환불체크인일 기준 6일 전 : 50% 환불체크인일 기준 5일 전 : 40% 환불체크인일 기준 4일 전 : 30% 환불체크인일 기준 3일 전 : 10% 환불체크인일 기준 1일 전~당일 및 Noshow : 환불불가특실(한실, 트윈테라스)은 예약취소가 불가 합니다.늦은입퇴실룸 연박불가 및 현장문의 부탁 드립니다.", 30,000, 9.8
광안리 Hy리얼티 호텔, "사장님 한마디 프론트 운영 시간: 24시간오더 요청시간: AM 9:00~ PM 24:00새벽1시 이후 체크인 하시는 고객님은 반드시 호텔로 연락 바랍니다.숙박 예약 후 연락이나 구두상 통보 없이 익일 am2:00까지 입실 하지 않는 경우 자동 퇴실 처리 됨을 알려드립니다.차량 혼잡으로 인하여 금토요일은 입실시 주차 가능 상품 예약 고객님은 1회에 한해서 호텔 주차장 또는 제휴업체 주차장 주차 보장을 해드리니 이점 양해바랍니다.미성년자 입실 불가 합니다.당일예약은 해당객실이 마감되므로, 어떤 사유가 있던 취소,환불처리가 불가합니다.가맹점 사정에 의해 객실 정보가 수시로 변경 될 수 있습니다.이로 인한 불이익은 당사가 책임을 지지 않습니다.성수기 및 특정일, 공휴일(전일 포함)에는 요금 변동이 있을 수 있습니다.애완동물 동반은 불가합니다.모든 객실 타입은 랜덤으로 배정 됩니다.룸 지정이 필요하신 분은 호텔로 문의 바랍니다.배정된 객실과 사진은 상이할 수 있습니다.인원추가 및 시간추가로 인하여 발생되는 금액 또한 객실별로 상의하며금액은(10.000원 ~ 15.000원) 발생됩니다.성수기 특정일 공휴일에는 입실시간과 대실요금은 달라질수 있으니, 프론트로 문의바랍니다항상 노력하는 HY리얼티 호텔이 되겠습니다. 감사합니다!객실 이용요금은 모든객실 동일 2인 입실 기준 입니다.고객의 퇴실시간(11시) 이후의 퇴실시 1시간에 1만원의 추가요금이 발생됩니다.전객실 금연 객실을 운영합니다. 주차장 정보건물주차장 만차일 경우 외부주차장 마린랜드주차장(정마트, 신협건물 지하) 이용 부탁드립니다.객실당 1대까지 주차 가능하며, 차량 추가 주차시 1대당 1만원의 주차비가 발생합니다.총 10대 주차시설 보유지하철 정보2호선 광안역2호선 민락역주변 정보부산 광안리 해변에서 60m도보 1분 거리민락 회센터타운에서 20m도보 1분 거리마린랜드에서 30m 도보 1분 거리MBC사옥에서 300m 도보 5분 거리벡스코, 영화의전당, KNN에서 택시요금 약 4,000원객실내부 시설신축 청결한 숙소, 라텍스 침대 및 최고급 호텔 침구,스파이용. 넷플릭스 이용가능", 20,000, 9.7
