"name", "basic_info", "cost_info", "avg_stars"
역삼 CF호텔, "사장님 한마디 2021년7월18일 새롭게 단장 하였습니다비흡연 고객을위해 금연객실 별도 운영중입니다.(금연실 배정은 입실당일 호텔로 전화문의 바랍니다)항상 친절하고 청결한 객실제공을 위해서 최선을 다하겠습니다.전객실 넷플릭스가능(개인계정필요) 혜택안내요금할인주차장 정보 1실 1주차 가능합니다.2대이상 주차시 호텔문의바랍니다.특수차량 이용시(기계주차 불가차량) RV,대형SUV,수퍼카,개조차 주차불가 할수있으니 체크인전 숙소로 문의바랍니다. 체크인시에만 주차가능합니다총 30대 주차시설 보유현재 주차장 만차 도보로 이용해주세요.지하철 정보2호선 선릉역2호선 역삼역객실내부 시설 55인치 LG SMART TV 설치 Free Minibar [에비앙2Btl 아이시스 2Btl 무료제공] 비흡연 고객을위해 금연객실 별도 운영중입니다 전객실 2인기준 입니다. 3인입실 불가합니다.(여분이불 없음) 미성년자의 혼숙및 3인이상 성인혼숙예약으로 인해 발생하는 입실거부에 대해서는 취소환불이 불가합니다. Early Cin 및 Late checkout시 추가 요금이 발생됩니다. 이와 관련한 내용은 프런트에 문의 바랍니다. 보관하지 아니한 금품 및 귀중품의 분실물에 대해서는 호텔에서 책임지지 않습니다.프런트 및 그 외 시설 요금할인예약후 익일 오전06시 미입실시 NO SHOW처리됩니다. NO SHOW시 환불불가", 35,000, 9.5
선릉 호텔 스타, "사장님 한마디 스탠다드B 객실만 넷플릭스 무료시청 가능 계정작업완료.쾌적한 투숙을 위해 전객실이 금연객실로 운영중입니다. 참고하시길 바랍니다. 공지사항코로나로 인해 꼭 공지 확인 후 예약 바랍니다.코로나 감염병 예방법에 의거 객실 정원 2인 초과 입실 금지 및 객실 간 이동 금지 집합 금지 적용됩니다. 주차장 정보1객실 1차량 그 외 주차 불가주차는 입실 시간부터 적용되며 입실 전, 퇴실 후 주차 불가합니다.총 13대 주차시설 보유지하철 정보2호선 선릉역주변 정보선릉역 8번출구 도보 1분 이내포스코 도보 4분코엑스 도보 10선정릉공원 도보 3분객실내부 시설스탠다드B 객실 넷플릭스 무료시청 가능 계정작업완료 전객실 요금은 2인 기준이며 인원 추가 불가 합니다.추가 침구류 제공 불가정원 2인 초과 적발시 강제퇴실 및 환불 불가합니다.전객실 냉난방기 설치로 개별 냉난방을 이용 할 수 있습니다.디럭스 타입은 노트북이 설치 되어있으며, 그 외 객실은 프런트에서 무료 렌탈이 가능합니다.얼리체크인과 레이트 체크아웃시 추가요금 발생됩니다. (빠른입실, 퇴실시간이 지난후 체크아웃)[얼리체크인 1시간당 1만원] [레이트 체크아웃 1시간당 1만원] 의 추가요금부과됩니다.신분증확인요구시 미지참자 출입불가 (취소환불불가)합니다 이점양해바랍니다.(신분증 사진은 인정 안됩니다)프런트 및 그 외 시설로비엔 무료 원두커피가 제공됩니다.제빙기가 설치되어 얼음을 자유롭게 이용 할 수 있습니다.", 30,000, 9.2
삼성 디에이스, "사장님 한마디 객실 배정은 랜덤입니다. 층별로 스타일이 상이합니다. 객실은 지정 불가 합니다. (체크인 시 랜덤 배정) 2박 이상 연박 예약시 연박비 추가 발생 체크인 다음날 부터 일수에 따라 아래와 같이 부과됩니다. 도보 : 평일 10,000, 주말 20,000 주차 : 평일, 주말 상관없이 20,000 (평일 : 월~목, 주말 : 금~일, 공휴일 및 전일) 상기의 사유로 예약 취소 및 환불 불가하오니 주의해서 예약 부탁드립니다. 트윈 추가 인원 절대 없습니다. (2인기준) : 예외없음 트윈 미취학아동 요금 추가될수 있습니다.주중 무한대실 가능(평일)오전 9~20시까지 최대 12시간 이용가능무한대실 이용고객 주차불가 합니다현장 현금 결제만 가능합니다(예약안됨, 할인적용 안됨)대실예약 Earlybird 혜택 이벤트! 오전10~정오12시(평일) 대실입실시(예약시X) 1시간 추가 또는 객실업그레이드 혜택 원하는 혜택이 있을 시 현장 문의하세요.혼숙미성년자이용 미성년자는 보호자 동반 없이 이용할 수 없습니다 미성년자 예약시 입실 거부되며 이로 인한 환불은 불가 합니다.혼숙예약으로 발생하는 입실 거부에 대해서는 취소환불이 불가합니다. 혜택안내요금할인주차장 정보1객실1주차 입니다. 추가되는 주차차량은 주차비 현장결제 필요합니다. (대실1만원 숙박2만원)주차불가 예약건에 대해 주차 차량 가져오시면 주차비 현장결제 필요합니다. (대실1만원 숙박2만원)1톤 이상 트럭 탑차와 력셔리카는 예약전 문의 부탁드립니다. 문의없이 예약시 주차 거부 할 수 있습니다. . 차키를 프론트에서 요청시 맡기셔야합니다금연총 10대 주차시설 보유지하철 정보2호선 삼성(무역센터)역2호선 선릉역수인분당선 선릉역객실내부 시설객실 배정 랜덤입니다. 0.청결과 위생을 철저히 합니다. 1.전객실 10평이상 넓은 객실 건강을 생각한 포켓스프링 매트 , 전객실 크고넓은 풀킹싸이즈(18002000) 매트리스 (트윈룸 제외)2.무한 wifi , 삼성 천정형 냉난방 시스템, 최신50인치 LEDTV( 프리미어룸 이상), 최신올인원PC3.고객님의 건강과 위생을 생각한 화장품 및 샤워용품 고급 1회용 포장재 무료제공프런트 및 그 외 시설1.무료 발렛 서비스2.최고급 세코원두커피 머신 및 비스켓, 캔디류 무한제공3.깨끗한 샤워가운 프론트 비치로 청결 유지4.고대기 대여 완비", 30,000, 9.0
삼성 라엠-LaM, "주차장 정보차량으로 오실 때는 네비게이션에 삼성동 1003 입력하시고 오시면 쉽게 찾아오실수 있습니다대중교통으로 오실때는 9호선 봉은사역 4번출구에서 500미터 직진후 서울의료원 사거리에서 좌측으로 50미터쯤 오시면 됩니다총 10대 주차시설 보유지하철 정보2호선 삼성(무역센터)역9호선 봉은사역객실내부 시설지중해 산토리니풍의 산뜻하고 아늑한 인테리어로 리모델링을 했습니다넓은 주차장과 깔끔한 객실, 친절한 서비스로 고객님들을 정성껏 모시겠습니다일회용품은 무료로 제공하고 있습니다전객실 금연객실입니다차량이용시 1객실에 차량 1대 주차가능합니다미성년자입실 절대 금지합니다.(예약하셔도 취소안됨)신분증 꼭 지참바랍니다. 모바일신분증 안되세요!!입실 시간 외에 미리 주차는 불가합니다(평일에는 전화문의바랍니다) 전 객실이 2인실입니다. 2인이상 투숙을 원하실 경우 반드시 호텔로 연락주셔서 문의해주세요 혼숙 사용은 금지하고 있고, 사전에 연락없이 입실시에는 환불이 불가하고 사용이 제한 될 수 있습니다.연박시 추가 요금 발생합니다.(전화문의바랍니다)반려동물 동반 입실 불가합니다코로나 바이러스로 전 세계가 어려운 상황에서 저희 라엠호텔을 찾아주시는 고객님들께 감사의 말씀을 드리며 전객실 청소후 철저한 소독과 위생점검을 실시하고 있으며 객실내 모든 음료와 샤워용품을 일회용품으로 비치하여 재사용 하는 일이 없도록 하고 있으며 타올, 가운, 침구류를 재사용 없이 무조건 교체해서 청결하고 위생적으로 관리하고 있습니다객실입실후 객실취소는 어떤이유라도 취소와 환불처리 불가능하십니다.객실변경은 10분이내에는 가능하십니다대실숙박 시간연장 요금은 선불입니다 참고해주시기 바랍니다.프런트 및 그 외 시설새로운 시설, 최고의 서비스로 고객 한분한분 정성껏 모시겠습니다전 객실에 65인치(일부 일반실 55인치) 삼성 UHD 스마트TV가 설치되어 있어서 침대에 누워서 편안하게 리모컨으로 넷플릭스 시청이 가능합니다", 30,000, 9.3
개포 컬리넌, "혜택안내요금할인주차장 정보차량은 1객실당 1대만 가능합니다.주차장이 협소한 관계로 지정된 주차대수 외에는 주차가 불가합니다.입실시간 이전, 퇴실시간 이후에는 주차장을 이용하실 수 없습니다.주차관련 예약취소나 환불은 불가하오니 공지사항 숙지 후 예약부탁드립니다.총 14대 주차시설 보유현재 주차장 만차 도보로 이용해주세요.지하철 정보3호선 매봉역수인분당선 구룡역신분당선 양재역신분당선 양재시민의 숲역객실내부 시설객실요금 및 시간 관련객실요금은 2인 기준입니다.얼리체크인 및 레이트체크아웃시 추가요금이 발생합니다.객실요금 및 이용시간은 호텔 내부 방침에 따라 사전 공지없이 변경될 수 있습니다.공휴일 및 특정일은 객실요금이 변동 될 수 있습니다.연박 이용시 추가요금이 발생할 수 있습니다.02) 20581558 으로 문의 바랍니다.주차장 이용안내차량은 1객실당 1대만 가능합니다.주차장이 협소한 관계로 지정된 주차대수 외에는 주차가 불가합니다.입실시간 이전, 퇴실시간 이후에는 주차장을 이용하실 수 없습니다.주차관련 예약취소나 환불은 불가하오니 공지사항 숙지 후 예약부탁드립니다. 미성년자 입실 제한전객실 미성년자 입실불가. (미성년자 예약의경우 환불 및 취소는 불가합니다)체크인시 신분증을 반드시 지참하셔야 합니다. (프런트 확인요청시 미지참의 경우 이용불가 및 환불불가)환불규정체크인 날짜 기준 당일취소 및 Noshow 전액 환불불가프런트 및 그 외 시설 건물 내 안심소독 진행중 객실, 로비, 프런트 이용안내 객실 내 생수2, 음료2 샴푸, 바디워시, 린스, 비누 일회용 남여 스킨, 로션 비치일회용품(칫솔, 치약, 면도기 등 )은 프런트에서 구매가능합니다. (1,000원)짐보관 서비스 : 체크인 전, 후 무료 짐 보관 가능 (24시간 운영)미니바 운영 : 1F 원두커피 및 허브티, 전자렌지 이용가능대여물품 : 고데기(일부 객실내 비치중), 노트북전객실 금연", 41,000, 9.2
강남 클릭, "혜택안내객실문에 부착된 여기어때 혜택마크를 찾아 QR코드로 혜택받으세요.주차장 정보총 10대 주차시설 보유지하철 정보수인분당선 선정릉역", 30,000, 9.2
강남 제리스플래닛, "사장님 한마디 여기어때 회원 혜택은 어플로 결제하셨을 경우에만 적용됩니다.숙박예약은 미리 예약이 안됩니다. 당일 어플로 예약이 됩니다. 당일 예약이 안되시면 마감입니다.어플 또는 결제관련 오류에 대해서는 여기어때 고객센터로 문의해 주시기 바랍니다.방문해주시는 고객님들께 언제나 감사드립니다. 좋은 하루 되세요 . 혜택안내요금할인주차장 정보 기계식 주차장 (SUV 같은 대형 차종은 사전에 문의 부탁드립니다.) 입실 시간 이전 선주차가 불가, 이 점 양해 부탁드립니다. 0 차량은 한대씩만 주차 가능합니다. 제리룸 객실 이용시에만 최대 2대 이용가능주차장 미보유 숙소입니다. 도보로 이용해 주세요.지하철 정보2호선 역삼역2호선 강남역9호선 신논현역신분당선 강남역객실내부 시설Jerrys room (파티룸) 6명 숙박 가능 (6인 이상 금지) 바베큐 이용 불가 게임기, 반신욕장, 빔 프로젝트 이용가능 정수기 및 냉장고, 전자렌지 이용 가능. 자세한사항은 025554204로 문의바랍니다. 2023년 4월 12일부로 전객실 침구류 새걸로 교체 진행하였습니다.", 30,000, 9.4
강남 648호텔, "혜택안내요금할인주차장 정보Free Parking (객실당 1대 무료주차) 지상주차 (20대이상 가능)추가 차량 주차요금 추가되십니다.(1객실당 1대 무료)추가주차시 주차요금발생(문의는 호텔로 부탁드립니다)총 1대 주차시설 보유현재 주차장 만차 도보로 이용해주세요.지하철 정보2호선 역삼역2호선 강남역주변 정보강남역 역삼역 도보 5분 거리객실내부 시설팬트하우스648 이벤트룸 이용안내(자정12시부터는 짖원부재중입니다 키오스크 체크인 부탁드립니다)코로나로인하여 펜트하우스A,펜트하우스B,펜트하우스648 객실은 인원이 변동될수 있습니다이용금액 : 15만원(기본시간 3시간 시간연장은 1시간당 50,000원 선불결제후 연장가능후불결제 불가)입실인원 : 기준인원3명(4명까지 가능)기본규정코로나로인하여 펜트하우스A,펜트하우스B,펜트하우스648 객실은 인원이 변동될수 있습니다주말기준은 금,토요일 공휴일,특정일의 전날로 사정상 변경될 수 있습니다호텔의 사정에 따라 세부조건은 변경될 수 있습니다팬트하우스648 4인기준 초과시 호텔에 문의팬트하우스A 펜트하우스B 4인기준혼숙불가,혼숙으로 입실거부될시 취소불가합니다.펜트하우스객실 4인기준 초과로 입실거부될시 취소불가합니다.애완견 동반 입실 불가. 동반입실시 퇴실조치 될수 있습니다. (퇴실조치시 환불불가)자세한 사항은 호텔로 문의 부탁드립니다시간이 경과되면 시간추가요금이 발생합니다(1시간당:15,000원 현금결제)호텔 객실 내부사진은 어플에서 보여지는 것과 조금 다를수 있습니다이해부탁드립니다펜트하우스648펜트하우스B펜트하우스A코로나로인하여 펜트하우스A,펜트하우스B,펜트하우스648 객실은 인원이 변동될수 있습니다(평일) 일~목, (주말) 금~토 기준펜트하우스6481~4인 기본3시간 15만원(평일) 18만원(주말)펜트하우스A펜트하우스B1~4인 기본 3시간 7만원(평일) 11만원(주말)자세한 문의는 호텔로 전화 부탁드립니다코로나로인하여 인원은 단계별로 변동될수 있습니다호텔 객실 내부사진은 어플에서 보여지는 것과 조금 다를수 있습니다이해부탁드립니다코로나로인하여 펜트하우스A,펜트하우스B,펜트하우스648 객실은 인원이 변동될수 있습니다프런트 및 그 외 시설코로나로인하여 펜트하우스A,펜트하우스B,펜트하우스648 객실은 인원이 변동될수 있습니다(저희 호텔은 자정12시부터는 부재중으로 키오스크체크인을 진행합니다,문자메세지로받은 예약번호 4자리입력후 체크인진행하시면 됩니다 감사합니다) 문의 사항이나 이용사항은 프론트에 문의 바랍니다프론트는 24시간 이용가능합니다3인이상 혼숙불가하며 3인이상 혼숙으로 입실 거부될 시 취소 불가합니다.코로나로인하여 펜트하우스A,펜트하우스B,펜트하우스648 객실은 인원이 변동될수 있습니다", 40,000, 8.2
역삼 H Avenue-역삼점, "사장님 한마디 방문방법 도보로 선택 후 차량 방문 시 주차 절대 불가합니다.호텔메인 맨 아래 숙소정보 필독 후 예약해주세요 미확인으로 인한 환불취소 불가넷플릭스 본인계정 로그인 후 이용가능전 객실 금연입니다.예약시 보이는 숙소이용정보는 호텔규정과는 별도입니다.(여기어때 공통공지사항) 주차장 정보공지 미확인으로 인한 환불은 불가하며 꼭 공지 확인부탁드립니다.자세한 사항은 호텔측에 문의 부탁드립니다.주차는 1객실 당 1대만 가능합니다. (추가 주차 불가)예약자분들 차량 숫자에 맞춰 주차자리 확보해두니, 객실 예약할 때 방문방법 도보 로 선택 후 차량 방문 시 주차 절대 불가합니다. (주차 가능객실로 예약하여도 도보로 선택 시 주차불가)체크인시간부터 체크아웃 시간 까지만 주차 가능합니다.주차장이 협소하여 미리 주차는 어려운 점 참고 부탁드립니다.총 15대 주차시설 보유지하철 정보2호선 역삼역9호선 언주역객실내부 시설공지사항 (예약 전 꼭 확인해주세요)방문방법 차량으로 예약한 분들만 차량 1대 주차가능합니다. 도보선택 후 차량방문 시 주차 불가디럭스AB 객실은 욕조 유무 객실 체크인 시 랜덤배정됩니다. (지정 불가)도보전용디럭스디럭스AB 최대인원 2인(인원추가 및 침구추가 불가)디럭스 트윈AB 최대3인(추가 침구류 제공불가)프리미엄 트윈 기준3인최대3인(4인 입실원할 경우 호텔측에 문의 바랍니다.(인원추가요금 20,000원 발생, 사전요청 시 침구류1SET제공)3인이상 혼숙미성년자 입실 절대 불가(이로인한 취소 및 환불 불가합니다.)입실하는 인원 기준으로 최대인원 이상 입실 불가합니다.(방문객도 입실불가)4. 가족 입실 경우 가족관계증명서 필수 지참해야 합니다.체크인 전 프런트에서 짐 보관가능하나, 분실에 대해 책임지지않으니 귀중품은 따로 보관바랍니다.따로 맡기지 않은 분실물건에 대해 책임지지 않습니다.발견된 분실물은 2주동안 보관해드립니다. 이후 자동폐기됩니다연박 시 대실요금 추가됩니다. 호텔에 문의해주세요.미입실로 인한 환불 불가하니 예약 시 날짜 확인 부탁드립니다.반려동물 동반 입실 불가 주차 안내(예약 전 꼭 확인해주세요!)주차는 방문방법 차량으로 선택한 예약에 한해 1객실 당 1대만 가능합니다. (추가 주차 불가)방문방법 차량으로 예약한 분들만 차량 1대 주차가능합니다. 도보선택 후 차량방문 시 주차 불가체크인시간부터 체크아웃 시간 까지만 주차 가능합니다.추가요금 공지사항얼리체크인레이트체크아웃 시 시간당 추가요금 자동 발생됩니다.30분 초과 시부터 시간 당 추가 요금으로 발생됩니다.(EX. 디럭스 1시간30분 초과 : 추가요금 2만원 발생)디럭스디럭스트윈 시간당 10,000원 추가요금 발생프리미엄트윈 시간당 15,000원 추가요금 발생스위트로얄스위트 시간당 20,000원 추가요금 발생연박 시 대실요금 추가발생합니다.부띠크 호텔 특성 상 사진과 다른 객실이 배정될 수 있습니다.모든 공지사항프런트 및 그 외 시설 스위트,로얄스위트 객실안내(예약전 필독!)공지 미확인으로 인한 환불불가스위트 기준2인최대4인(취사가능, 루프탑수영장, 야외 미니 글램핑장)2인초과 시 인원당 20,000원씩 추가요금 발생(3인이상 입실 시 추가이불 1SET 제공가능, 사전 요청해야 제공됩니다)로얄스위트 기준4인최대6인(복층, 취사가능, 단독 루프탑수영장, 야외 글램핑장)4인초과 시 인원당20,000원씩 추가요금 발생(5인이상 입실 시 추가이불 1SET 제공가능, 요청해야 제공됩니다)최대인원 초과 시 객실 1개 더 예약하셔야 됩니다.수영장 이용안내수영장 이용 시 추가요금 100,000원 발생합니다.안전상 문제로 오후 20시 이후에는 물 받는게 불가합니다.동절기 및 기후상황이 좋지 않을 시 수영장 이용이 불가합니다.(비, 눈, 태풍, 등)수영장은 위생,오염방지로 인해 수영장 물을 미리 채우지 않기 때문에 당일 입실 2시간전에 미리 연락부탁드립니다. 연락 없을 시 미사용으로 간주합니다.수영장 물 온도(동절기 미온수그외 : 항상 냉수) 취사 정보(예약 전 꼭 확인해주세요)스위트, 로얄스위트 객실 내부에 연기감지기 설치되어 있어 취사불가합니다.야외 글램핑장에서 취사 가능합니다.스위트 : 취사에 필요한 조리도구 및 식재료 직접 구비, 가스그릴 사용가능(입실 하루 전 요청해야 제공됩니다. 미요청 시 제공불가)로얄스위트 : 취사에 필요한 조리도구 및 식재료 직접 구비, 가스그릴 사용가능(글램핑장에 설치되어 있음)가스그릴 이용 시 주의사항가스통은 직원 외에 절대 만지지 말고, 사용 시 프런트에 문의주세요.화재위험 및 안전사고에 유의해주세요.전기제품 및 가스제품 사용 시 안전수칙 지켜주세요.(화상,폭발사고,감전사고,가스누수 등)늦은 저녁 시간 다른 고객분들을 위해 음주가무 및 고성방가 금지물놀이 시 안전사고에 주의해주세요.호텔 모든 시설 이용 시 발생하는 안전사고는 호텔에서 책임지지않습니다.", 30,000, 9.4
역삼 트리아, "사장님 한마디 호텔 트리아는 서울특별시 강남구 역삼동에 위치하고 있으며, 서울 여행을 위한 최적의 장소입니다.이곳에서 생동감 넘치는 도시의 많은 것을 최대로 즐길 수 있습니다. 본 숙소는 조이 골프백화점, 라인 갤러리, 헬로우 뮤지엄 등과 같은 도시의 주요 명소들과 가까운 거리에 있어 투숙객이 편리한 여행을 즐길 수 있습니다.24시간 프런트데스크, WiFi (무료), 여행 가방짐 보관 서비스 등의 고객 편의 서비스를 갖추고 있습니다.전 객실 평면 TV, 거울, 슬리퍼, 타월, 무선 인터넷 (무료) 등을 제공드리며, 본 숙소 투숙 기간 다양한 여가 시설 등을 이용할 수 있습니다. 호텔 트리아의 좋은 위치와 서비스를 충분히 즐기며, 즐거운 서울 여행이 되시길 바랍니다. 혜택안내요금할인주차장 정보(1)1객실당 1대만 주차 가능 합니다.(2)차량 추가시 대실2만원 숙박1박당 3만원 의 추가비용이 발생합니다.(3)화물차(사이즈가 큰 차량), 튜닝카,고가 스포츠카는 주차 불가능합니다.또는 지상주차장을이용 하되, 추가 요금이 발생됩니다.예약하시기전 참고 부탁드립니다.(4)만차시에는 주차가 불가능 합니다(5)주차관련 예약취소, 환불은 불가합니다.총 12대 주차시설 보유지하철 정보2호선 역삼역9호선 언주역객실내부 시설전 객실 넷플릭스 유튜브 시청 가능전 객실 미성년자 입실불가 (미성년자는 예약, 환불 및 취소가 불가합니다)최초입실자 2인 이외에는 입실불가 적발시 퇴실조치합니다체크인시 신분증을 반드시 지참하셔야 합니다. (프런트 확인요청시 미지참의 경우 이용불가 및 환불불가)프런트 및 그 외 시설전 객실 유무선 인터넷 (무료)객실지정예약불가(랜덤배정)생수 2병 제공 (무료)일회용품은 객실에 비치 되어 있습니다.기본 : 객실은 2인 1실", 30,000, 8.9
강남 멜리샤호텔, "혜택안내요금할인주차장 정보주차는 객실당 1대 가능합니다. (이벤트타입 불가)예약하신 입실시간 이후부터 주차 하실 수 있습니다. 퇴실 시간 이후에는 주차가 불가합니다. 차량이용불가 객실에 차량을 가져오신 경우, 미리주차나 추가 주차를 하시는 경우 주차관련 추가요금이 발생합니다. (20,000원)주차가능 객실이라도 예약을 도보로 하셨거나 만차일경우 차량 입차가 불가합니다.주차장 이용 관련하여 특이사항이 있으실 경우 호텔로 문의 부탁드립니다.총 8대 주차시설 보유현재 주차장 만차 도보로 이용해주세요.지하철 정보2호선 강남역신분당선 강남역객실내부 시설전객실 넷플릭스를 무료로 이용 가능합니다.전객실 욕조, 비데, 55인치 스마트TV, VOD , PC, 공기청정기 등의 시설을 갖추고 있습니다.최고급 구스다운 침구류와 새 린넨으로 편안한 잠자리를 경험해보세요.유럽 최고의 명품 브랜드 리날디 메모리폼 메트리스가 전객실 비치되어 있습니다.객실내 와이파이 무료 이용 가능합니다. 전객실 충전기가 비치되어 있습니다. 전객실 드라이기및 고대기가 설치되어 있습니다.프런트 및 그 외 시설 인원추가불가 및 입실시간 안내 호텔 내 전 객실이 2인 기준입니다.호텔 내부규정에 따라 처음 입실한 2인을 제외한 방문객의 객실입실이 절대 불가하오니 예약시 꼭 확인해주세요 (추가인원의 임의 입실 확인시 환불없이 강제 퇴실조치)객실 기준인원 이외의 투숙 및 인원 추가 역시 불가능 하니 이용에 참고해주세요예약상품 별로 입실 시간이 정해져 있습니다.사전 연락없이 입실시간보다 미리 방문하실 경우는 추가요금등을 결제 하셔도 입실이 불가능할수 있으니 빠른 입실이 필요하신 경우는 호텔로 사전에 연락을 부탁드립니다. (미리입실료는 통상 시간당 10,000원이며, 2시간 이상일 경우 대실료가 추가됩니다)추가적인 이용관련 궁금하신 사항 있으실 경우 호텔로 문의해주세요. 자체 방역 강화 기존에 진행해 오던 정기적인 객실 소독 각종 감염병 예방을 위해 위생관리의 질을 높이고자 추가적으로 내부 자체 방역을 실시하고 있습니다. 불특정 다수의 손길이 많이 닿는 각 손잡이부분 (로비의 현관문, 각 객실 도어락 및 손잡이, 카드키, 음료냉장고, 온장고, 전자렌지 등)과 엘리베이터 각 버튼을 수시로 소독하고 있으며, 프론트 및 셀프바, 엘리베이터 내부에 손소독제를 비치하여 각종 감염병 예방에 적극참여하고 있습니다. 기 타 렌즈통, 렌즈액 무상제공 해드립니다. 밴드,연고, 소화제,두통약등 간단한 의약품을 프론트에 구비하고 있습니다.우천시 우산 판매합니다. 갑작스런 비에 당황하지 마세요.일회용으로 제공되는 세면도구는 2인용1,000원에 판매하고있습니다.1층 로비에서 전자렌지 이용가능합니다. 다양한 종류의 커피및 음료가 로비층에 준비되어 있습니다.객실 요금 및 미성년자 이용 관련객실 요금 및 이용 시간은 호텔 내부 규정 및 당일 예약현황과 현장상황에 따라 사전 공지 없이 변동 될 수 있습니다.공휴일 및 특정일 요금의 변동이 있을 수 있습니다.현장결제 요금은 여기어때 할인 예약가와 차이가 있을 수 있습니다.가족이라 할지라도 일행", 40,000, 9.5
강남 녹스 호텔, "사장님 한마디 1.전객실최신온라인게임가능(노하드pc)2.휘트니스센터,세탁실24시간운용3.강남최고의스위트룸,로얄스위트룸,펜트하우스보유 혜택안내요금할인주차장 정보주차장이 협소한 관계로 주차로 우선주차 이며주차장이 없을 경우 외부 유료주차장을 이용해주세요총 16대 주차시설 보유현재 주차장 만차 도보로 이용해주세요.지하철 정보2호선 역삼역9호선 언주역객실내부 시설스탠다드 ,디럭스 기준인원 2명 (추가인원 불가)프리미엄 기준인원 2명 최대인원2명 (추가인원 1인당 10,000원)스위트룸 (단층 1202호) 기준인원 2명 최대인원2명로얄 스위트룸 (복층 1201호) 기준인원 2명 최대인원2명로얄 스위트룸 (수영장 301호) 기준인원 2명 최대인원2명로얄 스위트룸 (수영장 301호) 이용시 수영장 물 온도는 25도 28도 사이 입니다 물 온도는 임의로 변경이 불가하니 착오 없으시기 바랍니다스위트룸 (단층), 로얄스위트룸 (수영장), 로얄 스위트룸 (복층) 이용시 음악 및 스피커 사용은 PM11시 까지만 가능합니다.스위트룸 노래방 이용 가능합니다.1객실 당 주차 1대만 가능 합니다 (전 객실 모두 동일)여기어때 회원혜택은 제휴점 내규에 의거합니다 미성년자 예약으로 인한 입실거부는 취소환불이 불가합니다프런트 및 그 외 시설2층 로비에 각종 음료와 커피,그리고 차 한잔의 여유지하3층 세탁시설", 30,000, 9.3
역삼 브라운도트, "사장님 한마디 객실은 랜덤배정으로 상품 이미지와 다를 수 있습니다.주차는 1객실당 1대만 가능하며, 특수차량(튜닝카,스포츠카,승합차,대형차량일부전기차)등 주차타워 이용이 불가능한 차량은 주차이용이 불가능 합니다.전체 판매상품은 기본 2인 기준이며, 일부객실에 한하여 추가 인원 이용이 가능하며, 추가 요금이 발생합니다.해당 매장 이용시 매장 및 객실 내 손상이 발생할 경우 법적 책임을 물을 수 있습니다.이용안내에 명시된 내용으로 인한 취소 및 환불은 불가능합니다.퇴실시간 시간당 추가 요금이 발생합니다. 일부 상항에따라 시간추가가 안될수있으니 프론트 문의 바랍니다. 넷플릭스 웨이브 티빙 디즈니 플러스 무료이용 가능하십니다. (디즈니 플러스는 스위트객실만 이용가능)주차장 정보주차시 당호텔은 기본적으로 기계식리프트주차입니다리프트진입이 안되면 추가요금 만원이 발생할 수 있습니다.(프리미엄,스위트제외)슈페리얼객실이용시 해당리프트 진입이 안되는차량(튜닝카, 스포츠카, 승합차, 대형차량)공차중량이나 길이가 주차타워 기준에 맞지않아 이용이 불가능한 차량(전기차일부,대형세단,대형suv)리프트 이용을 원치 않는차량꼭 당호텔에 미리문의바랍니다.객실이용시 미리 주차안됩니다.총 20대 주차시설 보유지하철 정보2호선 역삼역9호선 언주역프런트 및 그 외 시설편의 시설루프탑 운영중 루프탑 패키지 구매시 단독 이용가능(바베큐 그릴운영중, 부수적인 음료 및 음식, 식기류는 개인적으로 준비하셔야합니다.)전객실 netflix,wavve,tning, wifi 무료이용 가능전객실 무선 충전기 설치일부객실 스타일러 이용가능전객실 향균 ACE침대전체 건물, 전객실 금연구역 운영중비대면이 생활화된 시기에 맞는 키오스크 운영중주차는 1객실당 1대만 가능하며, 특수차량(튜닝카, 스포츠카, 승합차, 대형차량)등 주차타워 이용이 불가능한 차량은 주차이용이 불가능전체 건물 및 전객실 프리미엄 방역업체 세스코의 방역관리와 쾌적한 이용 환경을 제공", 70,000, 9.7
